TSNE Element 1,TSNE Element 2,TSNE Element 3,stimulus,restimulus
-21.827362,-4.812141,-0.45098093,0,0
-20.283287,-3.5841522,-2.253155,0,0
-22.25106,-5.321552,-1.466345,0,0
-21.026403,-2.8128552,-3.1698978,0,0
-20.974554,-2.6197283,-3.5758326,0,0
-23.00181,-4.6475425,-5.695531,0,0
-26.192242,-12.81367,-2.5477424,0,0
-26.727688,-15.766906,-4.251426,0,0
-31.205507,-15.983785,-8.194168,0,0
-26.298063,-9.200719,-1.0598823,0,0
-22.124283,-1.5078124,1.715536,0,0
-19.763695,0.7774937,2.424436,0,0
-19.605799,-2.932994,2.982335,0,0
-21.674843,-7.056479,0.89613765,0,0
-23.892492,-8.660331,-0.95973605,0,0
-43.619434,9.9623165,-5.4108877,0,0
-23.825174,-9.185769,-3.4901292,0,0
-23.25019,-9.046569,-3.2168677,0,0
-23.270798,-9.050296,-3.4403455,0,0
-24.781645,-9.755014,-1.7801465,0,0
-25.706562,-7.4866514,-0.5419642,0,0
-27.626862,-10.433758,1.3786573,0,0
-28.630262,-17.157974,3.3752341,0,0
-28.29605,-16.158205,2.0570729,0,0
-24.63979,-6.059898,3.3611343,0,0
-27.739689,-8.721404,5.910485,0,0
-30.0579,-13.997434,8.840228,0,0
-28.237478,-13.823334,8.543351,0,0
-26.096672,-10.675725,8.510781,0,0
-26.204899,-10.711609,8.913538,0,0
-28.357574,-14.089656,9.498309,0,0
-16.934088,-20.499115,7.8735466,0,0
-18.383558,-20.915482,8.291379,0,0
-16.93409,-20.499052,7.8735323,0,0
-21.581274,-20.195946,6.687718,0,0
-28.668356,-11.027203,2.741189,0,0
-24.29835,-5.7888856,1.4033065,0,0
-25.937746,-7.466873,-0.445172,0,0
-26.390545,-13.124809,-2.0661042,0,0
-26.727688,-15.766906,-4.251426,0,0
-27.577028,-17.196505,-6.0679665,0,0
-31.961605,-4.9765096,-29.363111,0,0
-28.767286,-7.6188574,-32.04709,0,0
-26.662386,-15.6216,-4.355046,0,0
-43.762356,9.796967,-5.8153133,0,0
-21.378345,-2.790648,-4.5814643,0,0
-21.993496,-3.0681913,-2.4545312,0,0
-22.220043,-3.2524636,-1.866917,0,0
-24.42066,-5.7034707,-0.751676,0,0
-24.338928,-5.71763,-0.63022476,0,0
-25.833048,-7.4821396,-0.6938511,0,0
-26.298027,-9.200776,-1.0598996,0,0
-26.442348,-13.157362,-2.1063051,0,0
-22.076878,-2.4497461,-0.6386062,0,0
-20.755947,-0.9744961,-1.9322822,0,0
-21.082134,-1.5837101,-2.5430508,0,0
-25.656227,-8.115551,-1.8395759,0,0
-25.577868,-15.71923,-1.9315411,0,0
-27.00016,-25.966066,-6.3363976,0,0
-44.402927,7.889221,-2.8333588,0,0
-29.518887,-11.726086,3.9467125,0,0
-29.683746,-12.058991,4.6470594,0,0
-30.13603,-12.650865,5.8307505,0,0
-28.676722,-13.753302,-0.46139398,0,0
-16.846664,-3.5152667,-5.5390697,0,0
-15.530301,5.5065756,-1.2976828,0,0
-14.619553,4.8007927,0.8231705,0,0
-14.948711,1.3234991,1.6583239,0,0
-19.259018,-2.8115704,-1.4302673,0,0
-23.273119,-9.486741,-3.6479316,0,0
-23.28765,-9.416962,-3.88256,0,0
-43.67234,9.691342,-5.685118,0,0
-25.089571,-12.393641,-2.9726381,0,0
-21.668917,5.2705107,-10.553873,0,0
-19.09857,8.817716,-9.637161,0,0
-18.923317,8.78217,-9.633611,0,0
-18.753592,8.637702,-9.505416,0,0
-14.478181,-2.6773884,-7.219132,0,0
-14.47436,-3.0342612,-6.860385,0,0
-19.988836,-13.178193,-8.442625,0,0
-21.474968,-16.918009,-5.6153975,0,0
-27.419516,-21.780214,-10.723186,0,0
-16.416609,-24.553473,-13.358515,0,0
-39.39241,6.6308203,-5.300807,0,0
-13.81343,-23.025028,-13.098447,0,0
-14.508599,-22.641977,-13.790883,0,0
-16.20353,-24.121307,-13.149546,0,0
-18.83959,-25.795979,-13.058169,0,0
-18.428385,-23.547804,-15.395709,0,0
-17.92794,-24.309511,-14.294182,0,0
-15.238542,-24.965939,-12.076717,0,0
-11.286501,-19.772573,-11.693777,0,0
-1.7130198,-17.813047,-12.038895,0,0
1.788147,-16.790592,-12.051497,0,0
3.7573473,-13.975821,-12.785455,0,0
4.568128,-13.675647,-14.856211,0,0
7.27334,-6.3506007,-22.307608,0,0
7.813819,-1.7515343,-25.319075,0,0
16.675627,-3.8679569,-20.36686,0,0
16.691238,-3.8536522,-20.400528,0,0
20.143736,-9.526989,-12.183339,0,0
19.748938,-9.859243,-12.127331,0,0
19.337887,-10.095217,-12.116011,0,0
18.688229,-10.423831,-12.193874,0,0
18.342989,-10.356519,-12.395961,0,0
7.4862804,-5.132623,-19.436111,0,0
4.6979985,-7.5751977,-19.402601,0,0
1.4976779,-8.804698,-19.81851,0,0
-1.3529547,-11.179949,-20.08029,0,0
-1.3408555,-11.44438,-20.067417,0,0
-1.812343,-14.741001,-19.575916,0,0
-5.258715,-17.231636,-19.168537,0,0
-6.7534275,-17.493422,-18.915302,0,0
-6.3466525,-17.435778,-19.004084,0,0
-6.897595,-17.831343,-18.711351,0,0
-8.009919,-17.456322,-18.619366,0,0
-9.430828,-17.624487,-18.440702,0,0
-4.2928376,-19.37352,-16.266134,0,0
1.5546906,-13.414538,-17.785923,0,0
4.1088047,-10.512318,-18.000246,0,0
4.1088047,-10.512318,-18.000246,0,0
2.4834402,-11.478223,-18.625227,0,0
0.1644991,-12.388851,-19.17551,0,0
-3.932333,-13.163527,-20.339283,0,0
-4.819521,-13.379007,-20.341084,0,0
-37.11949,7.688559,-7.731415,0,0
-5.669738,-14.421638,-19.99482,0,0
-6.313482,-10.880384,-19.316774,0,0
-6.5040874,-10.246975,-19.512785,0,0
-1.5957749,-11.267378,-20.070768,0,0
1.8554994,-11.278684,-18.83735,0,0
1.8965533,-13.5094385,-17.546143,0,0
1.2978996,-13.516973,-17.84464,0,0
-1.060126,-15.005854,-18.932062,0,0
-4.7630486,-17.273838,-19.12479,0,0
-7.5932336,-19.753107,-16.855907,0,0
-6.7716727,-19.824238,-16.644268,0,0
-4.9799447,-16.31981,-16.735052,0,0
-4.6589117,-16.130531,-16.478592,0,0
-4.9874477,-16.255083,-16.469221,0,0
-11.715935,-19.192524,-14.787259,0,0
-13.335456,-21.389364,-16.608614,0,0
-17.591412,-20.237783,-17.46893,0,0
-17.033651,-19.378195,-17.733644,0,0
-12.162489,-17.989336,-18.361715,0,0
-5.7040243,-17.50457,-18.999794,0,0
1.563303,-14.9230995,-15.865535,0,0
4.0578485,-13.101121,-16.007994,0,0
2.1236095,-13.549448,-17.553307,0,0
0.96604097,-15.10171,-16.070887,0,0
-2.6535115,-16.912592,-18.984093,0,0
-3.3222492,-16.99305,-19.212002,0,0
-5.1669393,-16.851627,-19.33872,0,0
-6.291548,-17.018902,-19.189806,0,0
-6.326292,-16.410574,-19.385992,0,0
-6.1314387,-12.296367,-20.19907,0,0
-2.655482,-10.091576,-20.140545,0,0
-0.5438301,-10.988471,-19.927803,0,0
-0.8577536,-11.192054,-19.962454,0,0
-1.8799146,-11.539866,-20.145815,0,0
-4.5550566,-13.085464,-20.387499,0,0
-6.638504,-16.31777,-19.335217,0,0
-11.705132,-17.279902,-18.539373,0,0
-15.4498,-18.585087,-17.85026,0,0
-19.202623,-18.872185,-18.330246,0,0
-22.919077,-18.987673,-19.097683,0,0
-22.88346,-10.609756,-19.48909,0,0
-21.614052,-9.156171,-19.454504,0,0
-11.041748,-10.873428,-17.063324,0,0
-9.463222,-12.681975,-17.422173,0,0
-7.1848893,-14.80372,-19.173172,0,0
-6.3393073,-15.721723,-19.560322,0,0
-6.6135817,-15.712279,-19.495438,0,0
-9.578906,-17.129688,-18.633095,0,0
-7.546906,-14.210331,-17.167387,0,0
-7.6650105,-13.060876,-19.494688,0,0
-8.827678,-14.374911,-19.245405,0,0
-11.672837,-13.829619,-18.96497,0,0
-15.738231,-14.429598,-18.986477,0,0
-17.968586,-13.658027,-19.708292,0,0
-14.379556,-9.484577,-14.241232,0,0
-14.915964,-9.0709,-14.959511,0,0
-16.415453,-10.26165,-21.386736,0,0
-16.85775,-11.349778,-20.719196,0,0
-16.780294,-13.449519,-19.480927,0,0
-17.25698,-13.216014,-19.716976,0,0
-19.54689,-15.381686,-19.914522,0,0
-20.19017,-13.637005,-21.474884,0,0
-18.929287,-10.225865,-23.627878,0,0
-19.957258,-8.873117,-25.991655,0,0
-19.671093,-9.191258,-25.556475,0,0
-15.7642765,-11.453017,-20.306803,0,0
-15.477129,-13.800251,-19.17364,0,0
-15.663796,-12.550479,-18.900248,0,0
-21.750917,-9.440998,-19.348907,0,0
-22.603739,-9.808347,-19.450811,0,0
-23.275175,-10.729462,-19.24846,0,0
-16.454834,-17.225006,-18.363344,0,0
-15.440744,-19.305931,-17.594152,0,0
-14.820388,-21.686613,-16.88115,0,0
-16.657906,-24.033741,-14.5223675,0,0
-18.962454,-23.56212,-15.449058,0,0
-23.738605,-22.439909,-17.483559,0,0
-27.448025,-27.387657,-15.579742,0,0
-29.880388,-27.742296,-15.486233,0,0
-17.246286,-21.671026,-9.558067,0,0
-15.0523,-17.879179,-9.930135,0,0
-15.308444,-17.36868,-13.01505,0,0
-17.387367,-18.296284,-18.16207,0,0
-14.542139,-17.600206,-18.291418,0,0
-12.086129,-17.216175,-18.532011,0,0
-6.897581,-17.83136,-18.71135,0,0
-1.4473315,-17.350056,-17.07316,0,0
-0.28516227,-17.170662,-14.06753,0,0
-0.70926124,-16.48556,-17.170856,0,0
-2.1178448,-16.72664,-18.653294,0,0
-6.107364,-15.721388,-19.587868,0,0
-9.43073,-15.38942,-19.010422,0,0
-14.351739,-15.019059,-18.826052,0,0
-10.664568,-16.945427,-18.652094,0,0
-6.2916455,-17.018667,-19.189814,0,0
-6.346663,-17.435684,-19.004118,0,0
-6.291633,-17.018724,-19.18977,0,0
-7.998549,-16.187166,-18.978252,0,0
-9.430823,-15.389418,-19.01042,0,0
-11.90231,-16.101292,-18.67747,0,0
-14.805032,-14.856621,-18.868887,0,0
-14.930079,-12.60025,-19.536285,0,0
-13.728858,-12.995782,-19.260305,0,0
-12.498859,-12.285633,-19.418037,0,0
-12.70092,-11.651308,-19.737284,0,0
-14.51931,-11.396635,-19.975029,0,0
-13.058881,-11.382963,-19.835943,0,0
-11.310163,-13.919626,-18.960867,0,0
-10.798489,-17.237886,-18.57108,0,0
-12.063857,-16.639791,-18.619001,0,0
-13.020264,-13.304864,-19.093077,0,0
-14.390862,-12.210286,-19.624428,0,0
-10.568107,-13.670708,-19.105755,0,0
-5.593157,-14.440104,-20.05412,0,0
-2.7043483,-16.654573,-19.276535,0,0
-2.5610964,-17.716568,-18.024609,0,0
-5.258707,-17.231646,-19.168522,0,0
-8.038407,-15.663157,-19.104156,0,0
-11.310163,-13.919626,-18.960867,0,0
-13.330412,-13.127967,-19.166864,0,0
-12.157723,-12.951689,-19.174435,0,0
-8.5325365,-12.451982,-19.719288,0,0
-6.3231845,-11.943724,-20.167505,0,0
-6.450451,-11.919739,-20.152634,0,0
-8.887426,-11.388819,-20.074463,0,0
-9.430034,-11.212946,-20.14254,0,0
-11.199764,-11.162089,-20.06164,0,0
-10.543296,-12.744855,-19.680214,0,0
-1.9960232,-12.187119,-19.19546,0,0
6.5749564,-7.176148,-21.056728,0,0
8.203415,-7.5116267,-19.238993,0,0
8.054216,-7.746974,-18.993183,0,0
6.739786,-8.325509,-18.787975,0,0
4.1087885,-10.512385,-18.000185,0,0
1.3257648,-12.871874,-18.253849,0,0
-1.8548453,-16.617971,-18.485374,0,0
-6.021642,-17.452465,-19.01761,0,0
-8.346905,-19.35989,-17.309885,0,0
-0.96996945,-16.955225,-16.839886,0,0
1.6163447,-15.030498,-15.596162,0,0
1.3240097,-15.008078,-15.930994,0,0
-0.8969033,-16.581121,-17.340275,0,0
-2.68541,-18.140034,-17.569273,0,0
-7.0691133,-19.795053,-16.747082,0,0
-8.326006,-21.193184,-14.615096,0,0
-7.3708963,-21.304363,-13.561096,0,0
-6.603554,-20.843527,-13.733118,0,0
-6.2807374,-20.699177,-13.739834,0,0
-4.4294333,-19.929384,-12.794971,0,0
-4.665644,-20.04675,-12.804367,0,0
-5.771398,-20.42081,-14.247461,0,0
-3.9956684,-19.461756,-15.81781,0,0
-4.276176,-15.612886,-18.205175,0,0
-4.2248363,-15.577968,-18.013363,0,0
-2.7056608,-16.078102,-17.591715,0,0
-36.445858,7.5244126,-6.9575543,0,0
-2.349926,-18.363405,-16.79521,0,0
-2.2726388,-18.440256,-16.47311,0,0
-2.6653907,-16.478662,-16.939697,0,0
-3.5787106,-15.592495,-17.84419,0,0
-3.2870786,-14.254018,-18.361761,0,0
-1.084802,-12.853176,-19.244444,0,0
-1.5177022,-12.799273,-19.421133,0,0
-4.0800366,-12.93765,-20.34968,0,0
-6.5205517,-14.736001,-19.733547,0,0
-9.430828,-17.624487,-18.440695,0,0
-8.832148,-19.389389,-17.325619,0,0
-8.432004,-17.484186,-18.550692,0,0
-10.169449,-17.042469,-18.643932,0,0
-12.063844,-16.639992,-18.61892,0,0
17.713484,-12.308184,-13.957884,2,2
18.054556,-12.489646,-13.972979,2,2
18.325336,-12.595246,-14.165399,2,2
22.059671,-13.003079,-14.722896,2,2
22.44275,-13.558047,-14.878526,2,2
35.045708,-8.642448,-3.405057,2,2
35.502556,-8.667528,-3.4675062,2,2
37.240326,-12.817055,-1.8758144,2,2
37.174183,-12.948235,-1.9568126,2,2
37.185238,-12.946825,-1.866635,2,2
37.417625,-12.934221,-1.5896239,2,2
37.974625,-13.07148,-0.9009674,2,2
38.5294,-13.290462,-0.5163356,2,2
39.231285,-13.6280575,0.09534882,2,2
39.605053,-13.92757,0.50784475,2,2
39.71725,-14.021891,0.62713325,2,2
39.63028,-13.918537,0.49817768,2,2
39.48395,-13.743398,0.31475645,2,2
39.760654,-14.076145,0.73291034,2,2
40.096764,-14.461205,1.2502816,2,2
40.0416,-14.39123,1.1538403,2,2
39.932922,-14.225258,0.97274894,2,2
40.108055,-14.2505245,1.1138188,2,2
41.442326,-14.2667675,1.9642875,2,2
41.800873,-13.947214,1.639493,2,2
41.840405,-13.816228,1.4357531,2,2
41.804325,-13.737177,1.301605,2,2
41.732285,-13.671205,1.2175353,2,2
41.715443,-13.670117,1.2224333,2,2
41.749454,-13.685589,1.2421095,2,2
41.710434,-13.654434,1.2083049,2,2
41.651318,-13.6125145,1.1512039,2,2
41.342346,-13.505996,0.94447863,2,2
39.762115,-13.142763,0.067219965,2,2
39.262333,-12.914646,-0.32635975,2,2
38.99089,-12.786157,-0.4849785,2,2
38.85742,-12.74186,-0.5223799,2,2
38.32288,-13.238698,-0.616176,2,2
38.586582,-13.792136,-0.6629526,2,2
38.6672,-13.914359,-0.72940534,2,2
38.731213,-13.918847,-0.7237257,2,2
38.641376,-13.654041,-0.69603634,2,2
38.594063,-13.311407,-0.6133049,2,2
38.934464,-13.305563,-0.23503205,2,2
39.28031,-13.600209,0.13176036,2,2
39.547695,-13.995298,0.4571582,2,2
39.54732,-14.075686,0.45317754,2,2
39.257965,-14.107852,0.015203607,2,2
38.744366,-14.058724,-0.6433239,2,2
38.358246,-13.679754,-0.73202556,2,2
38.07059,-13.446282,-0.7519575,2,2
38.00664,-13.389402,-0.74555165,2,2
37.95607,-13.249142,-0.7196487,2,2
37.846355,-13.119576,-0.7101964,2,2
37.88062,-13.249283,-0.68798363,2,2
37.777508,-13.238407,-0.6868402,2,2
37.456192,-13.017042,-0.6578456,2,2
37.363552,-12.924079,-0.66892904,2,2
37.179024,-12.773316,-0.68491477,2,2
32.541176,-10.2407055,-2.6550224,2,2
32.046494,-10.268746,-2.767328,2,2
22.516768,-10.912148,-14.824796,2,2
22.202816,-11.331658,-15.00305,2,2
22.057564,-11.777201,-15.2384405,2,2
21.99745,-11.799469,-15.363827,2,2
21.992924,-11.756679,-15.405509,2,2
22.350384,-11.569185,-15.4501095,2,2
23.787172,-10.744561,-15.30766,2,2
24.894619,-10.776872,-15.000719,2,2
24.910194,-10.803227,-14.944671,2,2
24.957682,-10.923488,-14.996163,2,2
35.186344,-7.7932158,-2.8939936,2,2
36.501038,-9.310595,-3.76085,2,2
36.630543,-9.419007,-3.8605616,2,2
36.573128,-9.356266,-3.8619246,2,2
35.87852,-8.778919,-3.8621771,2,2
35.14852,-8.623275,-3.5564334,2,2
23.646116,-10.366523,-15.551602,2,2
28.367165,-2.3197503,-12.87384,2,2
28.181305,-2.8306868,-12.502791,2,2
28.130194,-2.933471,-12.486732,2,2
27.635832,-3.1589067,-12.692186,2,2
28.33819,-2.8369265,-12.6701145,2,2
29.061321,-2.6003654,-11.257028,2,2
31.005676,-9.54405,-3.4539282,2,2
30.906336,-9.674648,-3.411473,2,2
30.660042,-9.547391,-3.5786572,2,2
22.22754,-10.404051,-10.531165,2,2
22.898684,-10.662174,-11.669401,2,2
24.063765,-11.003104,-14.563126,2,2
35.13377,-6.7925615,-1.2770826,2,2
35.022312,-6.736176,-1.4419242,2,2
37.803158,-17.223503,-0.13268344,2,2
35.58302,-14.448528,6.532219,2,2
42.561718,-17.190313,5.006075,2,2
42.57837,-17.162584,4.963842,2,2
42.57645,-17.15718,4.949225,2,2
42.57639,-17.167023,4.9707403,2,2
42.57532,-17.195253,5.0258026,2,2
2.2904093,-12.121332,30.64067,2,2
2.197453,-12.265073,30.942215,2,2
2.189379,-12.321143,31.06291,2,2
2.2328918,-12.372987,31.181528,2,2
2.3340597,-12.422938,31.300209,2,2
2.2867708,-12.408279,31.26581,2,2
2.2833498,-12.42821,31.277851,2,2
2.5698307,-12.750212,31.715986,2,2
2.9405048,-13.042801,32.254448,2,2
2.9848177,-13.018459,32.431484,2,2
3.0067825,-13.04496,32.500896,2,2
1.5342767,-11.104529,36.04517,2,2
1.5773445,-10.920975,35.970543,2,2
1.593707,-10.877486,35.95287,2,2
1.6096466,-10.850276,35.950455,2,2
1.579979,-10.981211,36.002266,2,2
1.5643604,-10.9612875,36.002617,2,2
1.5637268,-10.898028,35.974213,2,2
1.6008905,-10.903511,35.96504,2,2
1.6446469,-10.917477,35.955444,2,2
1.4210751,-10.483128,35.975792,2,2
0.46406338,-9.28134,36.22485,2,2
0.4832911,-9.247292,36.255375,2,2
0.4351508,-9.224995,36.34839,2,2
0.22210327,-9.267389,36.395916,2,2
0.32308412,-9.229245,36.382896,2,2
0.7586693,-9.081969,36.322372,2,2
1.0544765,-9.011907,36.206913,2,2
0.87272453,-8.921662,36.234905,2,2
0.86211723,-8.825961,36.221054,2,2
1.1984025,-8.607527,36.13794,2,2
1.4931699,-8.542976,36.01876,2,2
1.3031528,-8.455115,36.019436,2,2
1.248974,-8.486676,36.02951,2,2
1.1648197,-8.717078,36.14126,2,2
1.2221936,-8.818322,36.242935,2,2
1.1150767,-8.791231,36.333023,2,2
0.9478851,-8.786034,36.732193,2,2
0.8558861,-8.839961,36.99735,2,2
-2.194058,-3.8717113,40.273865,2,2
-2.4350963,-3.7040133,40.381714,2,2
-2.5381014,-3.6268673,40.479294,2,2
-2.4728823,-3.6156926,40.62152,2,2
-2.692179,-3.310235,40.772358,2,2
-2.9536648,-3.4721897,40.426186,2,2
-3.2996213,-3.853428,39.72615,2,2
-3.6634254,-4.5496707,38.984528,2,2
-4.6193075,-10.382679,39.64809,2,2
-4.571327,-10.483352,39.682163,2,2
-4.462703,-10.603089,39.74273,2,2
-4.268632,-10.769888,39.83976,2,2
-4.102884,-10.924759,39.839596,2,2
-4.095465,-10.824795,39.841324,2,2
-4.147461,-10.840457,39.85398,2,2
-3.8580573,-11.35757,39.88885,2,2
-3.179901,-12.489028,40.172688,2,2
-3.1292744,-12.621247,40.218246,2,2
-3.1992097,-12.327465,40.057236,2,2
-2.7015054,-12.276405,39.873863,2,2
-2.049365,-12.319437,39.63993,2,2
-1.2692795,-13.959758,38.102146,2,2
-1.5862584,-14.415334,37.868103,2,2
-1.7786691,-14.825967,37.68994,2,2
-1.983464,-15.265715,37.502316,2,2
-2.1089783,-15.57016,37.378056,2,2
-2.0588887,-15.497575,37.40477,2,2
-2.0785637,-15.521553,37.39534,2,2
-2.2158487,-15.811664,37.281506,2,2
-2.324865,-15.979503,37.22426,2,2
-2.2768443,-15.936145,37.23932,2,2
-2.459176,-16.320013,37.09834,2,2
-2.4845166,-16.505276,37.02143,2,2
-2.4446368,-16.527746,37.005367,2,2
-2.3869874,-16.529148,36.990902,2,2
-2.4022508,-16.578047,36.967525,2,2
-2.426626,-16.537767,36.994713,2,2
-2.4231946,-16.51917,37.0082,2,2
-2.430228,-16.544376,37.005714,2,2
-2.4464338,-16.458231,37.04527,2,2
-2.4299612,-16.335512,37.09336,2,2
-2.3850586,-16.244703,37.12689,2,2
-2.2897813,-16.087639,37.18386,2,2
-2.4368327,-16.162937,37.166306,2,2
-2.4438767,-16.156841,37.16896,2,2
-2.4832036,-16.169931,37.16845,2,2
-2.5637996,-16.133371,37.19347,2,2
-2.5249562,-16.107489,37.199623,2,2
-2.873288,-16.109785,37.23607,2,2
-3.4157736,-16.164274,37.271637,2,2
-3.538286,-16.177177,37.280273,2,2
-3.570204,-16.183744,37.280476,2,2
-3.48189,-16.170816,37.27652,2,2
-3.1590118,-16.104324,37.269684,2,2
-2.4611516,-15.720178,37.362164,2,2
-1.9910191,-15.142297,37.572063,2,2
-1.9789962,-15.124364,37.57732,2,2
-1.8179418,-14.853312,37.68827,2,2
-1.6801189,-14.6161995,37.790966,2,2
-1.5507197,-14.4109955,37.886333,2,2
-1.5702842,-14.416708,37.885433,2,2
-1.491919,-14.292198,37.946503,2,2
-1.5462452,-14.352363,37.915646,2,2
-1.446228,-14.183569,37.9961,2,2
-1.1086744,-13.725172,38.235744,2,2
-0.67544067,-13.123519,38.548134,2,2
-0.7049134,-12.777501,38.689983,2,2
-0.7481265,-12.723628,38.718758,2,2
-0.74829686,-12.68194,38.753147,2,2
-1.1903379,-12.992421,38.42696,2,2
-1.4393457,-13.139141,38.248375,2,2
-1.4047421,-13.24183,38.221344,2,2
-1.2701607,-13.166994,38.28724,2,2
-0.95129806,-13.010032,38.45657,2,2
0.66439575,-12.56511,38.908115,2,2
1.0356997,-13.090046,38.95843,2,2
0.7893942,-13.253166,38.806126,2,2
0.40570447,-13.286934,38.679703,2,2
0.15152213,-13.429832,38.558582,2,2
-0.46781343,-13.673802,38.316998,2,2
-0.3862567,-13.798611,38.266037,2,2
-0.15147983,-13.807389,38.28952,2,2
0.17480077,-13.834511,38.31215,2,2
6.962138,-14.241578,32.592308,2,2
7.6194944,-13.356338,40.13252,2,2
7.625069,-13.1679125,40.190884,2,2
7.6694255,-13.028007,40.273174,2,2
7.920032,-12.865283,40.304234,2,2
8.382929,-12.761097,40.218395,2,2
8.772346,-12.729606,40.194935,2,2
8.927284,-12.456047,40.031605,2,2
6.380357,-9.48075,39.140255,2,2
6.3324404,-9.508362,39.23698,2,2
6.831159,-9.681812,39.385788,2,2
8.84734,-10.523525,39.965466,2,2
12.309788,-8.850798,38.965023,2,2
12.487574,-10.448562,40.129257,2,2
13.162168,-10.7817545,40.460285,2,2
13.707916,-10.749069,40.5707,2,2
12.612384,-15.887465,28.804344,2,2
12.413312,-15.658581,28.832514,2,2
12.455632,-15.673404,28.818699,2,2
12.652818,-15.756485,28.762451,2,2
12.988791,-15.800269,28.637232,2,2
13.146396,-15.702663,28.547909,2,2
13.2417345,-15.625967,28.496555,2,2
13.362145,-15.486354,28.423632,2,2
35.523632,-20.167227,2.835198,2,2
35.538834,-20.105564,2.7943187,2,2
35.545536,-20.104715,2.792151,2,2
35.55669,-20.071173,2.7717423,2,2
35.575745,-19.91854,2.6613147,2,2
35.57935,-19.462774,2.2314534,2,2
35.571823,-19.333496,2.0743198,2,2
35.60175,-19.227997,2.0789227,2,2
35.9605,-18.839952,2.5288892,2,2
36.061348,-18.751568,2.615665,2,2
36.108074,-18.60204,2.5139937,2,2
36.16839,-18.585447,2.498987,2,2
36.353603,-18.572235,2.5119028,2,2
36.255512,-18.582418,2.3696878,2,2
35.981754,-18.597567,1.9679068,2,2
35.609222,-18.341364,1.2781041,2,2
34.091145,-13.077853,-2.1833022,2,2
33.494522,-12.552961,-2.4857516,2,2
32.87921,-11.840664,-2.7605073,2,2
32.701374,-11.72892,-2.767853,2,2
32.68516,-11.698822,-2.7830756,2,2
33.01245,-11.688021,-2.981413,2,2
33.236427,-11.573883,-3.250381,2,2
33.260513,-11.5221,-3.3373241,2,2
33.278286,-11.435476,-3.467435,2,2
34.38651,-4.6829104,-7.1463633,2,2
34.38138,-4.6813493,-7.1452174,2,2
33.965714,-4.6455092,-6.9097214,2,2
32.06255,-10.816216,-2.8214626,2,2
31.452732,-10.66388,-2.8522193,2,2
30.984049,-10.556592,-2.8467221,2,2
21.770142,-12.253244,-10.979378,2,2
21.283411,-14.03107,-11.892717,2,2
21.101248,-14.5435705,-11.954292,2,2
36.779087,-12.716626,-0.86245865,2,2
36.60738,-12.750916,-1.2894071,2,2
36.394806,-12.668159,-1.4027393,2,2
36.039955,-12.407192,-1.3618321,2,2
32.078068,-10.78916,-2.7916,2,2
31.43068,-10.416152,-2.9129322,2,2
22.042522,-10.606856,-10.9781275,2,2
20.543116,-9.743509,-11.665839,2,2
13.971393,-4.624107,-17.36976,2,2
9.966608,-7.201462,-17.630957,2,2
7.0865636,-8.729496,-18.28428,2,2
6.4502263,-8.593307,-18.580448,2,2
7.243062,-8.785181,-18.200691,2,2
8.8061695,-8.606531,-16.273119,2,2
8.98528,-8.698544,-16.50218,2,2
7.67089,-8.541083,-18.144373,2,2
6.5671177,-7.260382,-20.958542,2,2
4.4610553,-7.3770413,-20.123928,2,2
3.8244748,-7.6036043,-20.56243,2,2
3.1603646,-8.351901,-21.216942,2,2
-2.9796338,-11.256063,-21.77926,2,2
-5.3858438,-13.607875,-20.392035,2,2
-9.240657,-15.995577,-18.929266,2,2
-12.162546,-17.989899,-18.361723,2,2
-10.501153,-13.002397,-18.784628,2,2
8.981036,-14.270002,2.0539079,2,2
18.654572,-14.0718155,-12.021635,2,2
19.820742,-14.941519,-11.969387,2,2
19.949646,-14.985318,-11.963184,2,2
-22.826647,-4.8149137,-7.9825287,0,0
-20.45047,0.43616349,-10.401191,0,0
-18.99731,-0.48382056,-6.5704384,0,0
-41.151497,12.600985,-9.2594595,0,0
-22.414501,-3.824925,-5.466261,0,0
-23.830914,-6.127834,-6.1758194,0,0
-25.921316,-8.948071,-2.1386926,0,0
-20.753729,-2.8884711,-4.9495754,0,0
-17.937326,-0.30342755,-3.9326184,0,0
-18.34195,-0.07301614,-3.1118684,0,0
-19.161592,-1.0997894,-2.070513,0,0
-21.664127,-2.2554204,-1.1828623,0,0
-22.301844,-2.6660545,0.23609258,0,0
-24.402655,-5.7433705,1.5249708,0,0
-28.01336,-15.279272,0.89573056,0,0
-28.6678,-11.02724,2.7411883,0,0
-27.1236,-8.166072,3.6994507,0,0
-26.260204,-8.11054,2.12745,0,0
-23.892393,-8.660328,-0.9597538,0,0
-24.645916,-12.553769,-2.8205533,0,0
-26.65934,-15.789709,-4.297951,0,0
-27.00055,-25.96648,-6.3364305,0,0
-24.148073,-17.666943,1.0079669,0,0
-24.483387,-17.415344,0.52106905,0,0
-26.733973,-19.719807,-0.6914793,0,0
-28.3447,-18.18293,-5.4139447,0,0
-28.674047,-14.642801,-9.251025,0,0
-20.560919,-7.8615093,-27.546875,0,0
-20.526114,-8.1022005,-27.222511,0,0
-20.663778,-5.9653606,-8.454074,0,0
-19.173466,-1.508606,-2.800175,0,0
-21.447145,-2.0585396,-1.5755974,0,0
-24.176935,-5.6538887,-0.37176034,0,0
